title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Enhanced free listings - active	Free listings - active	Shopping ads - active	channel	country	language	additional image link	age group	brand	color	custom label 0	custom label 1	custom label 2	description	gender	google product category	gtin	identifier exists	image link	item group id	link	mpn	note	product type	sell on google quantity	shipping weight	size	tax(rate)
36 Metallic Watercolor Premium Paint With 11 Pcs Miniature Detail Brush Set	shopify_US_7505353703677_42202115375357	65.98 USD	0	0	47.99 USD		in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/5_7a63b51b-f1c1-4846-bf8e-05d9ee07c0bd.jpg?v=1639564824,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/H3f9b82c6645a4f9e99229921012218cec_0be1d41e-f933-4f47-862b-a5f485097116.jpg?v=1639564824,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/18910584389_1757677545_09fe94a7-1578-4a0d-b438-068c34be88bc.jpg?v=1639564824,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01YGJdpu1uz3Rl1y5iF__2210970366107-0-cib_f6c42daa-f39b-4e90-a5e5-5b62ee07845a.jpg?v=1639564824,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01Ii03eO1uz3RolZswM__2210970366107-0-cib_50b02b85-7b56-4d67-ac5a-14f964d6779b.jpg?v=1639564824,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01zf6CiA1uz3RewEBt2__2210970366107-0-cib_7b3061a7-7cbf-4284-b2ac-e5c224809672.jpg?v=1639564824		Grabie					"Since our metallic watercolor premium artist paint is safe and non-toxic, this set is suitable for even young creatives. Let your creations shine with this set of metallic watercolors. This set of detailing brushes offers the perfect small paintbrush for each phase of all your artistic painting projects, ensuring that you always have just the right paintbrush for the job. SHINING & VIBRANT COLORS - 36 unique metallic watercolors infused with shimmering pigments to provide a lustrous liquid metal finish. With high transparency and create a natural blooming in your painting paper. Easy to blend to create an endless range of colors! REACTIVATE WITH WATER - Just add water and your paints will be ready to go, you can even use the lid of the tin as a portable palette. SAFE & NON-TOXIC - This watercolor paint set are suitable for beginners, painting lovers, and artists. It is great for coloring books, cardmaking, art journaling, sketching, and creating your own artwork. HAIR MATERIAL - Small paintbrush is secured with high-quality aluminum crimped ferrules, offers excellent liquid holding capacity that results in an easy, consistent smooth flow of paint. Also, the paintbrush tip is soft and flexible, sturdy enough not easy to bend or split with pressure, trimmed and shaped neatly, no strands stick out. PERFECT GRIP & BALANCE HANDLE - The handle is made of natural wood and designed easy-grip triangular shape, making you feel comfortable and secure while holding it. These artist brushes come with protective tubes, which are handy to keep them in shape after using and cleaning. VERSATILE PAINTBRUSH SET - These detail brushes are suitable for oil, acrylic, watercolor, art painting, face painting, miniatures, detailing, craft art painting, model, etc. 11 MINIATURE BRUSHES - 11 different sizes (5/0, 3/0 2/0, 0, 1, 2, 3, 4, 5, 6, 7) to ensure that you always have the right paintbrush."				yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/SPU23.jpg?v=1639564824		https://www.grabie.cc/products/100-solid-watercolor-paint-with-11-pcs-miniature-detail-brush-set?variant=42202115375357&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21120501100		Art Supplies	997	0 kg		0
9 Pcs Butterfly Vintage Wooden Rubber Stamps Set	shopify_US_7493292294397_42172573810941	22.99 USD	0	0			in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01HS6eHn2Ce8SqXb19Q__2201410908498-0-cib.jpg?v=1638866087,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01BC88cu2Ce8Ss1pvla__2201410908498-0-cib.jpg?v=1638866087,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/ia_300000005.jpg?v=1638866087,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01UdGBWY2Ce8T03SZuY__2201410908498-0-cib.jpg?v=1638866087,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/ia_300000004.jpg?v=1638866087,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01E4pRwY2Ce8SvFJm5R__2201410908498-0-cib.jpg?v=1638866087,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01ydQhUd2Ce8SyVvEip__2201410908498-0-cib.jpg?v=1638866087,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01KavExr2Ce8Sz139Vb__2201410908498-0-cib.jpg?v=1638866087		Grabie					"These wooden stamps are perfect for printing unique designs onto paper, cardstock, and more! With your choice of colorful ink, you can recreate the prints over and over – creating incredible details to decorate cards, gift tags, thank you notes, scrapbook pages and so much more. HIGH-QUALITY MATERIAL - The wood stamps are made of wood and rubber, can be used on multiple surfaces including paper, fabric, plastic, glass, and wood, etc. VARIOUS PATTERNS - 9 Pieces of different style vintage butterfly&insect pattern wooden rubber stamps to meet your various DIY needs. BEAUTIFUL PAPER BOX -These wooden rubber stamps are packaged in a vintage paper box, easy to store, and Very suitable as a gift. EASY TO USE - Just press the wooden rubber stamp on the surface of the ink pad and print it where you want to decorate, then an exquisite artwork will be accomplished. With the stamps, you can show ideas at will, stimulate creativity, and have fun. WIDE APPLICATIONS - The wooden rubber stamps can be applied for DIY crafts, letters, planners, bullet journals, scrapbooks, diaries, photo albums, books, calendars, and cards. It is also a great choice to DIY gifts for friends and family."				yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/ia_300000003.jpg?v=1638866086		https://www.grabie.cc/products/9-pcs-butterfly-vintage-wooden-rubber-stamps-set?variant=42172573810941&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BCH21120101100		Crafts & Hobbies	999	0 kg		0
9 Pcs Professional Squirrel Nylon Hair Paint Brush Set	shopify_US_7521450885373_42243978232061	69.99 USD	2	0	49.99 USD		in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/1_ac47cc01-0996-4d02-a294-3926dca2f121.jpg?v=1640684891,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/H0acd835e40f24651bfa5fa64c5228195b_05365764-989e-4ccc-897e-0697e38b60be.jpg?v=1640684891,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/2_736c8dc0-6893-4965-bc78-5cd845f35e45.jpg?v=1640684891,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/H4c4fbdf597044bf38b5e856ca10a48e9G.jpg?v=1640684891,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4_ea77a2d8-0e6b-4c29-9a9a-edb57f3897b1.jpg?v=1640684891,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/H2c1ffb2c6a744e14a06d73ca4e261ebej_b1348ac7-4023-4828-a6d4-bd7daf731ced.jpg?v=1640684891,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/5_8231a722-abb0-41a1-8732-744f1c9abb3a.jpg?v=1640684891,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/H7532cb0182fd4673a3ad8c7cea8b0e89S_3a5ce7c8-a318-44bc-bee2-f911f4053dad.jpg?v=1640684892,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/IMG_0021_eaf290f3-9653-4094-8ca0-8cd81445207d.jpg?v=1640684892,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/3_105d49e0-dfb1-4e24-aec4-e8ef15e5e912.jpg?v=1640684892		Grabie			Brush		"This paintbrush set is a well-made delicate painting brush set with soft and flexible hair, durable and washable, further with good water absorption. The hair with uniform color and shiny texture, is easy to tint during painting, is not easy to deform or hair loss, reusable after proper washing. PROFESSIONAL ROUND BRUSH SET - High-quality Mop Brush lets you stop worrying about paint brushes that rust, shed, and fall apart, so you can focus on your art instead. Durable easy-to-clean Squirrel hair makes cleanup a snap. METAL FERRULE - The ferrule of the brush receives four deep crimps. Deep crimping compresses the walls of the ferrule into the surface of the wooden handle, creating a mechanical lock that securely fastens the ferrule to the handle SMOOTH BODY & ERGONOMIC DESIGN - Artists need to use the best paintbrushes to create wonderful artworks. A great tool will stimulate painters' inspiration. Our paintbrushes have a smooth chic wood body, glossy and odorless. Very comfortable touching and holding, will not hurt your hands compare to other rough brushes. PORTABLE & EASY TO CLEAN - Round pointed design is easy and smooth to draw, which is convenient to clean. Just wash the brushes with water and dry them in a cool and dry place. If the hair becomes deformed, just put it in warm water and shape it with hands softly to make it well. It is convenient for art department students, painters, drawing lovers doing outdoor sketches and artwork creation. WIDELY APPLICATION & BEST GIFT CHOICE - Painting brush set suit for kinds of painting and drawing, acrylic, watercolor, oil ink painting, and face paint/body painting. Painting in your body or face for festivals is not harmful to your body. Also, you can give it to your kids, friends, and artists. These kinds of gifts will be considerate. It is not too late to learn painting at any time."				yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/IMG_0028_7dec14d9-7236-4790-8a9f-f366eb67a9ed.jpg?v=1640684890		https://www.grabie.cc/products/9-pcs-professional-squirrel-nylon-hair-paint-brush-set?variant=42243978232061&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21100221100		Art Supplies	995	0 kg		0
"6 Colors Twin Brush Marker Pen | Dual Markers Brush Pen, Colored Pen Fine Point Art Marker & Brush Highlighter Pen for Adult Coloring Hand Lettering"	shopify_US_7116982091928_41286898221208	27.99 USD	0	0			in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/H30aa77d93c6a448d8cc664866af4b966t.jpg?v=1638161979,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11329450650_79652526.jpg?v=1638161981,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11294553873_79652526.jpg?v=1638161982,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11359754055_79652526.jpg?v=1638161982,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11296164556_79652526.jpg?v=1638161984,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11331184063_79652526.jpg?v=1638161984,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11329462175_79652526.jpg?v=1638161986		Grabie	Sea		Drawing Tools		"We have three sets of similar color series pens. Each pen has a double-ended design, providing great versatility. You can choose the brush tip markers for sweeping, details, calligraphic strokes, or the thick tip for quickly coloring in large areas. COLORS & FUNCTION - The flower series, sea series, and forest series are the normal needed for drawing lines & details, painting, sketching, highlighting, journaling, signing, illustration, doodling, hand lettering, shading, rendering, manga, and more. Ideal for professional fine art, adult coloring book, and crafts. DUAL TIP DESIGN - Fine tip for detailed outlining and fine lines, thick tip for shading and coloring. Artists love to use dual-tipped marker pens because of their accurate line control, superior color blending, and the flexibility of a smooth pen stroke. Clean thick or thin lines can be achieved with ease. ACID-FREE, NON-TOXIC, & ODORLESS - Water-based non-toxic liquid markers with fiber tips can last a long time use. The ink is Acid-Free & Non-Toxic."		980	8801067270816	yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/11331067273_79652526.jpg?v=1638161989	shopify_US_7116982091928	https://www.grabie.cc/products/6-colors-twin-brush-marker-pen?variant=41286898221208&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21110193100		Art Supplies	999	0 kg		0
Goldfish Counted Felting Kit Set	shopify_US_7469056131325_42098399674621	23.99 USD	1	0	18.99 USD		in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01MYFrNZ2GKg7OI17P9__2507478997-0-cib.jpg?v=1638163074,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01nvUuYV2GKg7NZuGGt__2507478997-0-cib.jpg?v=1638163076,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01sBxfJi2GKg7HxpkkK__2507478997-0-cib.jpg?v=1638163076		Grabie					"Needle felting is a good way to increase relationships between children and parents or relieve stress from work and study. Using this felting kit you will get an unexpected perfect experience. VALUE WOOL FELT KIT - The wool felting kits come with a product box, including making a material bag, 1 x foam pad, 1 x instruction, 2 x black plastic eyes, 3 x felting needles. ECO-FRIENDLY WOOL ROVING - We choose top-quality natural wool without lumps and random junk, safe and eco-friendly for everybody use. With easy steps instructions, it also can be used as a wonderful children's day product for your kids or your friend's child. EASY TO ORGANIZE & CARRY - All felting supplies are packaged in a storage product case, easy to organize and carry. With the wool felt mat and fingercot, you don't worry about finger injured, especially suitable for beginners. EASY TO USE - 1 character can be created in about 3-5 hours, and 3 different dog characters can be created with this felting tool kit, which is easy to operate and easy to use. THE PERFECT GIFT - The cute wool felt doll is a perfect gift for children, and can also be used as a parent-child activity to enhance the feelings between family members. This unique DIY activity will stimulate children's imagination and stimulate their creativity."		7096		yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01lFMR472GKg7OI1zTF__2507478997-0-cib.jpg?v=1638163073		https://www.grabie.cc/products/goldfish-counted-felting-kit-set?variant=42098399674621&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BCH21110481100		Crafts & Hobbies	999	0 kg		0
Jeep Car Latch Hook Rug Kit	shopify_US_7478827548925_42130148720893	25.99 USD	0	0			in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN010QdBzA1V6g1mttStB___2208679182604-0-cib.jpg?v=1638266464,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01R9QY821V6g1o9x7lZ___2208679182604-0-cib.jpg?v=1638266464,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01jW9Oq51V6g1p9Hkk4___2208679182604-0-cib.jpg?v=1638266464,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/20305662495_1833098393_40cfef2e-f57e-47ca-8e8c-ba6c1d51a669.jpg?v=1638266464,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/20460512036_1833098393_d5602b7b-3422-4752-ac6f-4157004f42e5.jpg?v=1638266464,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01tjNr9d1V6g1kLdcW9___2208679182604-0-cib.jpg?v=1638266464		Grabie					"Spend a little downtime creating a gorgeous, small but stylish rug with this Jeep Car Latch Hook Rug Kit! The easy-to-read chart and legend, along with basic latch hook instructions, will guide you along as you work your way through this exciting craft. EASY TO FOLLOW - The color pre-printed pattern design, non-slip canvas, and English instructions. It's easy to follow. The canvas clearly shows each tiny square and the color yarn to use. MATERIAL - Highly detailed designs and high-quality rug yarn make it easy to crochet. Rug yarn in bright colors is made from high-quality acrylic fiber. FEATURES - Great crafts give you an opportunity to do handwork together with your children. Creating colorful works of art is entertaining and fun. It’s the perfect activity for travel, and you can take it with you anywhere. MULTI-FUNCTION - This DIY project has multiple purposes and can be used to decorate many household items. Place it on the floor, wall, or sofa, or use it to make cushions and mats. DIMENSIONS - The length is 16.69 inches and the width is 11 inches. We've provided you with all of the tools you need to create plush textured mini-rugs. With a printed canvas, instructions, yarn, and a crochet hook, you can get started right away!"		7096		yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01caEtir1V6g1iL3Gxq___2208679182604-0-cib.jpg?v=1638266463		https://www.grabie.cc/products/jeep-car-latch-hook-rug-kit?variant=42130148720893&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BCH21110681100		Crafts & Hobbies	999	0 kg		0
20 Sheet Acrylic Painting Pad A5	shopify_US_7504167108861_42220903825661	15.99 USD	1	0			in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01ZDC1nR1lrsir8xwRh__3349004873-0-cib.jpg?v=1640058289,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01DEQHwm1lrsiuwgmkb__3349004873-0-cib.jpg?v=1639480248,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01Tr8s651lrsiyleUQH__3349004873-0-cib.jpg?v=1639480248,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN011Fh3TQ1lrsiiPjol1__3349004873-0-cib.jpg?v=1639480248,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01WqTgtt1lrsirCg5A4__3349004873-0-cib.jpg?v=1639480248,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01naEFHo1lrsip7fYFh__3349004873-0-cib.jpg?v=1639480248		Grabie					"No matter what your artistic level is, this Acrylic Painting Paper is suitable for beginners and pros alike! Start your painting journey & enrich your art supplies with this oil painting paper! EASY REMOVABLE PAGES - super easy to use thanks to its removable pages. You can practice and throw away the pages you don’t like, you can also give your favorite artwork to your favorite people by removing them from the pad! ACID-FREE PAPER - This acrylic painting pad and drawing pad is acid-free, this allows your work to last over time without fading. The colors remain vibrant and strong, you can preserve them as long as you want! Give your art to your favorite people and they will last forever! PERFECT MATCH - The large sketch pad is ideal acrylic paper for painting with a wide variety of acrylic paints. You can use for example your favorite Grabie Acrylic Paint on it and create the most beautiful work of art!"				yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/O1CN01h4RIUZ1lrsitymyVI__3349004873-0-cib.jpg?v=1640058239	shopify_US_7504167108861	https://www.grabie.cc/products/20-sheet-acrylic-painting-pad?variant=42220903825661&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21120463100		Art Supplies	999	0 kg	A5	0
RGB One-handed Mechanical Gaming Keyboard	shopify_US_6871833739416_40403122946200	29.99 USD	0	1			in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/2_5248d622-fdd9-4850-ba6b-76ad69e1a0ac.jpg?v=1638164295,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/2_6397c73b-8992-404e-819b-8c3e51934a25.jpg?v=1638164296,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/3_98307f10-63fe-4f5b-905c-6e313ede85f4.jpg?v=1638164297,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4_55a36a0a-dcdc-44ca-a62b-c8a4f1e5432f.jpg?v=1638164298,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/5_ce4b364e-2ec9-4d0d-93f0-ac76a2da871d.jpg?v=1638164299,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/7_e108b295-d833-4ee8-b112-8d9e68d6f3e2.jpg?v=1638164300,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/8_d686de93-2c91-4fef-a0ae-6d03e7331813.jpg?v=1638164301,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/9_5ee31148-8179-4003-8911-9d36d297eed9.jpg?v=1638164302,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/6_b22d108f-005a-4f5d-93ea-64faa7275da4.jpg?v=1638164303		Grabie					"This mechanical gaming keyboard uses a new mechanical switch in the professional game field, with curved button layout and ergonomic design. It is reinforced at the joint to make the button more stable and durable. The design of the concave keycap is comfortable at the fingertips, the input is sensitive, and the error is reduced. Mechanical buttons provide medium resistance, audible clicks and clear, precise tactile feedback for optimal gaming performance. Multiple Modes For RGB Backlight - 5 backlight modes (test light, smash, drift, no snow, breathing mode) and 7 backlight colors ( red, orange, yellow, green, blue, purple and white) to choose from. 6 Programmable Keys - The G1, G2, G3, G4, G5, and G6 keys feature macro recording function, allowing you to create custom hot-keys. Ergonomic Design & High Quality - Curved keycap layout and ergonomic one hand palm rest support provide comfortable playing game experience. ""W, S, A, D"" keys use texture design, enhanced fingers' touch feel while playing games. Easy Use & Wide Compatibility - The 35 keys gaming keyboard adopts USB Wired Connection, just plug and play, no driver needed. It works perfectly for Laptop, PC Computer Game. Compatible with Win2000, Win XP, WinME, Vista, Win7, Win8, Android, linux, Mac and other operating systems. Multiple Backlit Modes Fn+1: Normal F1 button function Fn+2: Normal F2 button function Fn+3: Brightness plus Fn+4: Brightness reduce Fn+5: RGB,red,orange,yellow,green,blue,purple,white 7 colors switch Fn+Tab: Light judgment mode, raising mode, running mode, snowing mode,breathing mode Macro Record If there is no recorded content in G1, press FN+G1 to enter the recording state When G1 light is flashing, you can input the recording content Then press FN+G1 again, the G1 light will return to the normal mode Macro Deletion Press FN+G1 to clear the recording content, and change it to F1 function The G2 to G6 macro record and delete function are same as G1 Package 1 x Mechanical Gaming Keyboard 1 x Manual"		303		yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/1_c6da00b8-2d85-41df-8767-5dd3bfc0866a.jpg?v=1638164294		https://www.grabie.cc/products/rgb-one-handed-mechanical-gaming-keyboard?variant=40403122946200&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BET21060381100		Electronics	1997	0 kg		0
4 Pcs Paint Brush Set For Kids PURPLE	shopify_US_7507075531005_42206209966333	15.99 USD	0	0			in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4622158929_38875996.jpg?v=1639633168,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/20211216134615.jpg?v=1639633679,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/20211216134507.jpg?v=1639633679,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/20211216134902.jpg?v=1639633800,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4625046473_38875996.jpg?v=1639633800,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4621229323_38875996.jpg?v=1639633800,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4622167639_38875996.jpg?v=1639633800,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4622170616_38875996.jpg?v=1639633800		Grabie	PURPLE				"These paint brushes for kids come with 4 pcs paint brushes of 3 pcs round brushes, 1 fan brush, and 3 flat brushes with colorful handles, good for the young artist to explore their creativity in painting and crafting HIGH QUALITY, NO SHEDDING - 7 Pcs all-purpose paint brushes for kids in an assortment of bright colors. They are made of high-quality bristles and are made with exquisite craftsmanship, the bristles are firmly fixed on the kid's paintbrushes and will not shed easily. It can be used for a long time. EASY TO CLEAN, REUSABLE - When you have our kid's paintbrushes set, you don’t have to worry about cleaning a brush anymore. The kid's paintbrush is made of high-quality materials, is non-toxic, and has no smell, and can be easily cleaned with soap and water. After each cleaning, you need to wipe off the water on the hairs and be careful not to deform the bristles when storing. The better you protect, the longer it can be used. EASY TO GRIP, GREAT CONTROL - These infant paintbrushes with bright colored plastic handles and ferrules. The overall length is about 7 inches, and the plastic handle is small in size, easy to hold, and particularly convenient to operate. The children's paintbrushes are perfect large easy-grip paintbrushes for kids' gifts. WIDE RANGE OF USES - A complete and nice selection of round and flat paint brushes kit, which work with washable paint and acrylic paint. These round and flat paintbrushes are ideal for kids' school projects, birthday parties, painting parties, art parties, paintings, and more."				yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/9194302301_38875996.jpg?v=1639633167	shopify_US_7507075531005	https://www.grabie.cc/products/4-pcs-paint-brush-set-for-kids?variant=42206209966333&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21120555100		Art Supplies	999	0 kg		
"6 pcs Black Precision Micro-Line Pens Set | Micro-Line Pens, Set of 6 Black Micro-Pen Fineliner Ink Pens, Waterproof Archival ink, Multiliner,"	shopify_US_7000081301656_40885831696536	24.99 USD	2	0	18.99 USD		in stock	US,GB		US,GB	US,GB	US,GB	Online	US	en	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/6_ec362fa0-68f3-436c-a586-28499b6919da.jpg?v=1638162005,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/1_3dfa022f-8caa-4f6f-a119-90190e9d2f14.jpg?v=1638162007,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/32_64b4ce94-68e0-4433-abea-fe56ef2f2b27.jpg?v=1638162007,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/2_c53f3e63-d171-46fc-9ce4-582e696f243b.jpg?v=1638162008,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/22_fe1261df-55bf-4ddc-be3b-5f55b4ba3d20.jpg?v=1638162010,https://cdn.shopify.com/s/files/1/0575/3323/5352/products/4_36840f8b-4067-479d-870f-3e5d13a6934a.jpg?v=1638162010		Grabie			Drawing Tools		"Fine point archival ink black drafting pens are non-toxic, water-based, and acid-free with superior archival quality long-lasting vibrant pigment inks that don't smear, fade, bleed or skip. Great for professional technical writing and drawing pens for artists, writers, illustrators, students, and teachers that provide consistent free-flowing ink with a smooth glide that allows you to create perfect clean lines with every use. ASSORTED TIP SIZES - Multi drawing pens 6 unique nibs sizes to choose from. Includes 6 micro nib sizes: 0.05mm, 0.1mm, 0.4mm, 0.5mm, 0.8mm, and BR. Offering a variety of sizes for your needs, these black fine tip markers are ideal for drawing and writing，Its needle tip works well for artists, writers, and illustrators alike. WATERPROOF PIGMENT INK - Black ink, non-refillable, non-toxic, odorless, archival quality, waterproof, and won't smear, fade, bleed or skip. Work well with watercolor, markers, and ink. Photocopy-safe - does not dissolve toner, Perfect for adult coloring and Bible journaling. EASY TO USE - Each pen comes with a coded cap and pocket clip cap, light-weight easy to hold, and incredibly durable. Excellent for beautiful note-taking, bullet journaling, technical drawing, and more. Experience smooth, skip-free writing and crisp ink colors that leave consistent lettering and lines every time. BLACK DRAWING PENS - Use them on trace, vellum, and a wide range of papers. Artists can expect to be pleased with the line quality, pen build quality, and ink solubility. Consistent free-flowing ink, with a smooth glide, allows you the freedom of expression, clean outlines, detailed line drawing, as well as other drafting techniques. Architects, designers, illustrators, and sketch artists love these high-quality multi-line pens because they meet all the demands of their inking work."		980		yes	https://cdn.shopify.com/s/files/1/0575/3323/5352/products/5_15e8d9f6-96e8-4c96-877e-8621649db2b1.jpg?v=1638162004		https://www.grabie.cc/products/6-pcs-thread-like-needle-tube-pen-set?variant=40885831696536&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	BAS21090081100		Art Supplies	1997	0 kg		0
